192;62;89;45;28;57;2021
582;83;46;63;73;20;2021
23;58;14;69;38;56;2021
587;38;57;84;72;46;2021
590;25;75;52;57;39;2021
197;26;64;58;13;82;2021
595;60;36;88;54;73;2021
598;76;59;89;45;33;2021
200;54;51;83;21;71;2021
602;88;53;71;34;59;2021
202;83;27;94;35;48;2021
607;56;70;85;43;62;2021
610;53;77;62;26;47;2021
67;38;78;85;56;12;2021
614;82;55;73;42;65;2021
207;36;45;18;68;89;2021
619;81;62;46;25;59;2021
622;56;70;49;85;62;2021
210;32;67;53;84;30;2021
627;47;89;60;72;38;2021
630;59;75;52;69;47;2021
70;25;80;47;33;50;2021
635;57;76;39;65;48;2021
638;63;79;47;58;50;2021
215;51;87;61;37;40;2021
642;76;60;52;73;47;2021
218;64;48;73;29;15;2021
647;81;60;73;47;55;2021
650;54;76;48;61;58;2021
26;65;76;74;63;22;2021
655;59;68;42;75;50;2021
658;54;71;48;65;51;2021
223;62;57;37;92;16;2021
662;81;52;72;47;63;2021
226;47;74;58;19;90;2021
667;57;80;45;70;52;2021
670;56;72;48;66;54;2021
75;48;77;89;51;39;2021
675;57;70;45;65;53;2021
678;62;75;44;68;51;2021
231;34;89;77;16;95;2021
683;59;77;45;68;52;2021
686;79;56;71;46;64;2021
689;61;79;45;70;51;2021
234;22;53;79;38;60;2021
694;60;75;47;69;52;2021
697;78;51;73;47;65;2021
700;56;77;42;69;50;2021
78;43;69;95;35;73;2021
705;58;78;43;68;51;2021
708;81;54;73;46;61;2021
239;57;43;61;38;80;2021
713;64;77;44;70;52;2021
716;79;53;71;48;65;2021
719;61;79;47;70;54;2021
242;60;87;46;26;59;2021
724;74;53;71;47;66;2021
727;58;78;45;69;60;2021
10;39;54;44;77;25;2021
732;57;78;44;70;61;2021
735;75;53;73;48;66;2021
738;62;76;48;70;60;2021
247;32;61;53;17;80;2021
743;59;78;44;71;64;2021
746;77;55;72;47;66;2021
749;61;78;47;70;68;2021
250;63;52;83;38;70;2021
754;61;80;45;68;71;2021
757;80;54;72;48;66;2021
760;63;80;47;70;77;2021
83;58;80;41;47;25;2021
765;58;79;44;70;79;2021
768;81;57;75;49;69;2021
771;66;79;46;71;85;2021
255;22;68;57;15;81;2021
776;60;81;45;71;89;2021
779;82;59;75;46;66;2021
782;65;80;46;71;95;2021
258;45;28;73;39;20;2021
787;61;80;45;71;99;2021
100;82;54;97;24;88;2022
282;60;14;23;43;81;2022
475;59;77;56;50;95;2022
101;61;83;44;68;27;2022
478;70;47;37;68;24;2022
171;76;57;42;84;36;2022
287;69;59;35;92;15;2022
483;74;54;38;66;43;2022
61;56;89;71;33;47;2022
486;68;47;37;68;25;2022
290;85;74;30;54;41;2022
489;80;51;85;21;52;2022
174;29;82;49;73;24;2022
37;75;61;25;21;96;2022
494;59;78;56;51;97;2022
295;56;76;59;51;84;2022
497;70;47;37;68;24;2022
105;56;62;89;33;74;2022
298;70;46;36;65;29;2022
501;80;86;70;50;65;2022
179;52;32;64;29;56;2022
301;72;45;57;39;28;2022
505;74;66;95;22;33;2022
13;88;29;47;28;58;2022
508;27;97;26;66;90;2022
182;64;17;22;42;77;2022
305;44;61;89;34;76;2022
513;88;29;47;28;58;2022
108;74;48;69;22;91;2022
516;19;31;57;37;60;2022
308;51;92;64;28;79;2022
65;46;72;59;23;69;2022
521;23;49;66;81;29;2022
187;75;53;38;20;74;2022
524;37;98;45;55;80;2022
313;77;88;42;22;54;2022
40;89;29;69;56;24;2022
529;47;50;90;75;51;2022
316;89;24;94;11;70;2022
532;12;48;83;58;42;2022
190;87;76;35;50;28;2022
113;75;85;41;26;57;2022
537;75;61;25;21;96;2022
321;76;59;43;81;33;2022
540;89;29;69;56;24;2022
68;42;64;73;27;61;2022
324;28;87;47;25;75;2022
545;37;85;49;51;98;2022
195;59;74;56;35;88;2022
548;95;25;82;39;66;2022
116;87;42;97;38;76;2022
329;53;32;63;85;51;2022
553;29;88;52;23;93;2022
198;68;54;37;97;46;2022
556;53;67;25;88;76;2022
332;62;18;22;44;83;2022
24;37;98;45;55;80;2022
561;56;89;71;33;47;2022
201;59;81;42;60;23;2022
337;66;56;36;92;16;2022
565;46;72;59;23;69;2022
8;27;97;26;66;90;2022
568;42;64;73;27;61;2022
340;87;72;30;51;58;2022
121;73;58;22;80;47;2022
573;22;81;39;53;76;2022
205;46;63;88;31;75;2022
576;46;86;33;57;71;2022
345;55;75;58;49;95;2022
73;30;58;74;45;28;2022
581;30;67;53;81;49;2022
348;70;46;38;67;27;2022
208;58;91;63;27;71;2022
585;77;39;57;48;63;2022
351;47;72;55;38;81;2022
588;47;67;56;81;24;2022
124;26;59;68;45;79;2022
45;37;85;49;51;98;2022
593;80;60;93;25;44;2022
355;45;62;88;35;71;2022
596;79;48;63;88;29;2022
213;79;88;47;26;56;2022
358;52;90;63;31;73;2022
601;43;64;56;20;77;2022
76;61;33;72;26;64;2022
216;90;23;94;12;74;2022
605;63;88;29;53;79;2022
363;78;85;45;24;55;2022
608;47;62;44;80;55;2022
129;38;65;79;19;47;2022
366;87;22;93;15;75;2022
613;60;80;52;71;43;2022
16;19;31;57;37;60;2022
221;73;59;43;89;37;2022
617;69;48;55;88;62;2022
371;75;59;43;82;38;2022
620;59;74;51;69;44;2022
132;72;20;92;25;44;2022
374;34;88;47;28;80;2022
625;58;78;39;52;70;2022
224;31;84;47;22;77;2022
628;22;55;73;49;67;2022
48;95;25;82;39;66;2022
379;57;31;63;86;56;2022
633;62;53;75;47;66;2022
81;65;45;92;59;14;2022
636;69;52;81;47;58;2022
382;64;19;22;45;79;2022
229;50;33;63;85;49;2022
641;71;54;67;46;59;2022
137;44;71;53;81;65;2022
387;66;58;35;89;12;2022
645;58;67;39;54;76;2022
232;61;16;24;42;82;2022
648;64;81;39;59;47;2022
390;83;73;30;57;47;2022
29;47;50;90;75;51;2022
653;60;74;47;58;56;2022
140;35;74;83;70;11;2022
656;67;52;72;46;64;2022
395;59;76;56;49;84;2022
237;68;58;36;89;17;2022
661;60;68;43;59;58;2022
398;69;46;37;62;26;2022
84;84;27;68;32;47;2022
665;62;73;46;65;50;2022
401;45;70;54;37;80;2022
668;69;48;73;51;61;2022
240;85;75;30;57;46;2022
5;74;66;95;22;33;2022
673;60;79;42;67;50;2022
405;47;63;87;36;75;2022
676;73;50;69;55;61;2022
145;47;78;59;14;70;2022
408;53;89;62;30;70;2022
681;54;72;46;63;59;2022
245;55;76;59;48;86;2022
684;75;47;73;51;62;2022
53;29;88;52;23;93;2022
687;64;75;42;68;50;2022
413;76;87;42;23;53;2022
248;71;47;36;63;27;2022
692;55;77;48;65;59;2022
416;88;23;94;13;76;2022
695;76;53;72;49;64;2022
148;69;91;29;82;64;2022
698;63;76;46;70;54;2022
89;71;46;94;35;87;2022
421;78;57;43;84;35;2022
703;71;53;76;49;62;2022
253;72;49;32;19;65;2022
706;76;47;71;52;64;2022
424;37;88;47;29;78;2022
151;48;73;57;29;85;2022
711;59;78;46;69;53;2022
256;60;53;34;91;41;2022
714;76;51;75;49;63;2022
429;56;32;63;84;53;2022
717;67;76;45;68;58;2022
32;12;48;83;58;42;2022
432;62;17;23;47;81;2022
722;75;51;72;48;64;2022
92;44;67;79;21;33;2022
725;65;79;46;70;57;2022
261;54;47;77;48;81;2022
437;67;56;36;91;14;2022
730;72;54;75;50;66;2022
155;38;68;82;59;31;2022
733;79;52;72;46;65;2022
440;86;71;30;53;55;2022
736;59;80;45;68;62;2022
264;70;51;35;98;43;2022
56;53;67;25;88;76;2022
741;72;58;74;49;68;2022
445;58;76;56;51;96;2022
744;76;53;73;48;65;2022
158;54;97;64;37;49;2022
747;62;80;45;69;66;2022
448;70;47;37;68;25;2022
269;62;61;38;22;80;2022
752;74;54;76;49;67;2022
1;80;86;70;50;65;2022
755;77;52;74;46;65;2022
453;73;56;37;65;45;2022
758;64;80;44;69;75;2022
272;73;39;74;20;67;2022
456;68;46;39;66;29;2022
763;74;56;77;48;68;2022
97;68;50;95;58;37;2022
766;78;53;74;45;67;2022
459;80;55;87;21;51;2022
769;62;81;45;70;83;2022
163;77;81;46;21;52;2022
21;23;49;66;81;29;2022
774;74;57;76;49;69;2022
464;58;78;59;53;98;2022
777;80;54;74;48;67;2022
166;87;21;95;17;63;2022
780;63;81;45;71;93;2022
467;69;46;37;60;23;2022
279;58;30;63;89;52;2022
785;76;57;76;47;66;2022
470;81;50;85;21;49;2022
788;79;54;74;47;67;2022
506;35;70;59;89;44;2023
325;88;44;73;31;64;2023
209;81;59;36;14;83;2023
509;68;82;71;11;21;2023
36;45;70;88;49;72;2023
328;25;94;68;61;35;2023
512;20;17;36;59;12;2023
136;16;45;76;98;50;2023
514;56;78;93;16;99;2023
330;82;66;29;50;62;2023
212;43;78;81;67;32;2023
517;50;85;24;45;87;2023
88;53;72;85;64;19;2023
333;98;73;46;27;55;2023
520;61;72;84;97;13;2023
214;29;72;20;43;92;2023
522;92;60;53;21;74;2023
138;68;32;40;15;92;2023
336;35;81;69;59;24;2023
525;84;87;92;39;68;2023
57;37;74;48;62;89;2023
338;19;95;52;29;74;2023
528;16;95;57;47;77;2023
217;27;96;31;58;45;2023
530;29;33;64;31;18;2023
90;28;85;61;43;60;2023
341;27;61;83;69;32;2023
533;69;94;56;72;15;2023
141;59;26;99;81;72;2023
220;45;99;71;21;47;2023
536;45;70;88;49;72;2023
344;75;24;63;42;89;2023
538;56;82;60;46;37;2023
6;35;70;59;89;44;2023
346;89;36;74;23;98;2023
541;60;92;75;64;55;2023
222;17;74;60;38;70;2023
38;56;82;60;46;37;2023
544;53;34;64;26;75;2023
349;29;91;62;45;10;2023
546;68;43;57;82;30;2023
144;74;60;68;39;58;2023
225;88;43;71;32;65;2023
549;25;60;74;13;52;2023
93;84;95;57;32;41;2023
146;83;43;71;34;77;2023
552;66;57;80;74;48;2023
354;69;37;72;48;20;2023
554;71;96;39;46;62;2023
228;24;95;67;63;32;2023
356;76;34;97;52;24;2023
557;37;74;48;62;89;2023
60;47;54;66;37;70;2023
230;82;65;28;54;63;2023
560;47;54;66;37;70;2023
359;84;58;36;19;86;2023
25;84;87;92;39;68;2023
149;27;54;81;49;20;2023
564;77;51;94;38;85;2023
362;44;79;81;64;32;2023
566;59;93;26;44;32;2023
233;97;73;46;29;54;2023
364;32;73;20;41;90;2023
569;87;56;95;29;33;2023
96;27;47;85;39;71;2023
17;50;85;24;45;87;2023
572;65;51;90;73;28;2023
367;25;94;31;56;53;2023
574;59;77;25;72;93;2023
236;37;82;69;47;25;2023
98;57;63;74;41;54;2023
577;35;60;84;41;95;2023
370;48;98;71;30;48;2023
238;18;95;52;26;71;2023
580;72;52;30;91;79;2023
372;19;77;60;33;68;2023
41;60;92;75;64;55;2023
154;73;45;76;51;23;2023
584;64;87;51;23;38;2023
375;88;42;73;32;67;2023
586;53;80;66;39;29;2023
241;28;64;83;70;40;2023
64;77;51;94;38;85;2023
589;63;88;45;29;55;2023
378;22;95;68;65;37;2023
156;67;37;91;46;26;2023
592;69;80;32;52;46;2023
380;82;67;29;53;66;2023
594;45;74;57;35;85;2023
244;75;25;65;41;72;2023
12;20;17;36;59;12;2023
597;44;70;90;53;27;2023
383;97;71;46;26;50;2023
246;89;38;75;20;97;2023
600;81;42;66;79;56;2023
66;59;93;26;44;32;2023
386;35;83;67;47;25;2023
159;79;58;34;15;72;2023
604;74;48;58;65;36;2023
388;17;96;53;26;70;2023
606;85;51;74;62;29;2023
249;26;92;62;45;12;2023
28;16;95;57;47;77;2023
609;71;49;86;35;58;2023
391;28;61;82;70;32;2023
104;28;93;71;49;17;2023
612;77;46;63;29;54;2023
252;39;85;70;54;29;2023
394;72;25;64;39;78;2023
162;43;76;80;66;38;2023
616;63;39;84;59;75;2023
396;86;37;75;20;99;2023
618;52;81;67;35;48;2023
254;96;30;79;29;57;2023
44;53;34;64;26;75;2023
621;78;55;88;64;39;2023
399;26;92;62;42;14;2023
164;32;70;22;41;90;2023
624;75;45;61;88;51;2023
257;32;71;79;77;59;2023
626;70;57;83;48;62;2023
106;84;37;98;67;25;2023
69;87;56;95;29;78;2023
629;81;63;46;58;39;2023
404;71;39;73;48;23;2023
260;27;95;67;24;63;2023
632;54;72;46;62;38;2023
406;77;36;96;51;28;2023
634;80;64;48;57;39;2023
167;24;96;32;55;40;2023
262;86;35;72;12;90;2023
637;77;61;52;70;43;2023
409;87;57;37;15;82;2023
9;68;82;71;11;21;2023
640;58;74;42;63;55;2023
109;92;29;65;16;83;2023
412;41;78;81;66;34;2023
265;16;78;47;54;26;2023
644;80;59;72;43;61;2023
414;29;72;20;42;90;2023
646;69;49;75;56;63;2023
170;48;97;70;26;45;2023
46;68;43;57;82;30;2023
649;75;55;67;43;68;2023
417;24;94;31;57;52;2023
268;28;98;67;73;32;2023
652;78;51;65;43;60;2023
172;12;86;60;33;74;2023
654;82;55;69;45;61;2023
420;49;98;70;27;44;2023
270;95;47;72;35;54;2023
657;74;62;45;59;53;2023
422;15;75;60;32;73;2023
72;54;22;66;89;36;2023
660;76;46;64;39;72;2023
112;48;67;51;88;39;2023
425;89;44;72;30;66;2023
273;39;92;65;37;10;2023
664;75;47;67;39;71;2023
175;83;45;88;27;69;2023
666;77;53;71;49;60;2023
428;21;95;68;61;39;2023
30;29;33;64;31;18;2023
669;79;59;65;42;70;2023
430;82;68;30;54;61;2023
114;52;31;74;90;63;2023
672;76;58;71;46;64;2023
178;20;95;68;58;34;2023
674;78;47;72;51;62;2023
433;99;73;46;29;54;2023
278;23;94;67;62;36;2023
677;80;56;72;46;63;2023
74;79;96;63;34;57;2023
436;35;82;69;48;22;2023
680;67;78;47;69;55;2023
280;81;69;28;55;65;2023
682;72;58;70;49;65;2023
438;18;96;53;25;73;2023
180;85;68;30;60;61;2023
685;61;79;48;67;54;2023
20;61;72;84;97;13;2023
441;28;63;82;71;34;2023
688;74;48;72;53;65;2023
283;98;72;46;29;51;2023
117;24;89;30;58;49;2023
691;67;74;46;68;54;2023
444;73;25;63;44;89;2023
693;70;58;71;51;66;2023
183;92;70;47;25;30;2023
446;89;36;74;25;97;2023
696;62;78;45;69;56;2023
286;38;83;68;49;26;2023
49;25;60;74;13;52;2023
699;73;58;71;48;66;2023
449;26;91;62;43;16;2023
288;17;96;52;27;73;2023
702;63;73;45;68;55;2023
77;92;46;84;57;21;2023
704;80;59;72;46;65;2023
452;39;80;69;47;23;2023
186;35;84;64;41;52;2023
707;65;79;48;69;56;2023
454;95;38;73;14;89;2023
291;27;63;82;78;36;2023
710;74;48;72;51;66;2023
120;53;39;77;94;28;2023
712;75;53;70;50;64;2023
457;29;92;63;42;12;2023
188;15;93;58;65;39;2023
715;65;80;46;70;55;2023
294;77;25;64;40;76;2023
460;33;69;77;15;72;2023
718;72;58;73;52;67;2023
14;56;78;93;16;99;2023
296;89;38;75;28;99;2023
721;67;78;45;70;56;2023
463;75;24;64;43;87;2023
723;62;77;44;68;59;2023
122;19;86;36;29;50;2023
465;86;36;76;29;96;2023
726;76;52;73;49;65;2023
191;31;61;81;62;41;2023
299;26;90;62;47;14;2023
729;64;77;46;70;58;2023
468;26;95;62;42;18;2023
731;80;57;73;48;64;2023
33;69;94;56;72;15;2023
80;37;74;68;21;90;2023
734;65;78;47;69;59;2023
471;35;80;69;48;20;2023
194;72;31;79;17;69;2023
737;71;56;74;50;67;2023
125;81;46;39;66;34;2023
474;21;64;57;42;89;2023
740;65;78;46;69;63;2023
304;70;38;73;49;21;2023
742;80;51;72;45;66;2023
476;86;35;76;27;99;2023
196;83;40;72;15;91;2023
745;66;79;46;70;65;2023
306;78;35;98;53;23;2023
479;27;92;62;40;17;2023
748;72;58;76;48;67;2023
52;66;57;80;74;48;2023
82;23;50;77;38;66;2023
751;63;79;44;70;70;2023
482;36;80;70;47;22;2023
753;79;56;73;48;66;2023
309;85;58;32;17;83;2023
484;95;36;75;14;88;2023
756;67;77;47;70;73;2023
199;29;79;64;44;19;2023
128;23;98;60;75;29;2023
759;75;58;76;49;68;2023
487;27;92;63;42;13;2023
312;42;77;81;65;39;2023
762;65;78;46;71;78;2023
22;92;60;53;21;74;2023
764;81;59;75;46;66;2023
490;35;80;69;48;23;2023
314;32;70;21;47;91;2023
767;69;78;47;71;81;2023
130;96;28;47;33;60;2023
493;21;63;58;43;90;2023
770;75;56;77;48;68;2023
54;71;96;39;46;62;2023
495;86;37;75;28;99;2023
773;68;79;44;70;87;2023
317;21;96;30;59;56;2023
775;82;58;75;47;66;2023
204;70;35;74;57;20;2023
498;27;92;62;40;18;2023
778;71;77;47;70;91;2023
85;49;94;57;29;53;2023
320;47;99;71;28;42;2023
781;78;55;76;47;67;2023
206;75;38;96;51;22;2023
322;14;76;60;34;79;2023
784;69;81;44;70;97;2023
133;29;82;88;64;14;2023
786;82;58;75;45;65;2023
504;53;59;42;78;54;2023
4;53;59;42;78;54;2023
